WKT,id,codcen,dlibre,cod_generica,dgenerica_cas,dgenerica_val,despecifica,regimen,cif_centro,titular,direccion,codpos,telef,fax,mail,web,cod_ine_mun,noms_mun,localidad_oficial,comarca,provincia,latitud,longitud,cod_estado,desc_estado,tiene_ip,cod_aplicacion,desc_aplicacion
POINT (646217.245752987 4436010.22872077),1683,46000021,NUESTRA SEÑORA DEL ROSARIO,1070,"COLEGIO PÚBLICO DE EDUCACIÓN INFANTIL, PRIMARIA Y ESO (1)","COL·LEGI PÚBLIC D'EDUCACIÓ INFANTIL, PRIMÀRIA I E.S.O. (1)",NUESTRA SEÑORA DEL ROSARIO,PÚBLICO,Q9655020G,GENERALITAT VALENCIANA,"AV. DE VALENCIA, 47-C",46140,978782155,0,46000021@edu.gva.es,0,46001,Ademuz,Ademuz,El Rincón de Ademuz,València/Valencia,40.06167,-1.285547,L,AULARIO,N,2,CENTROS
POINT (712239.179014368 4299841.52464265),1684,46000079,CEIP SANT VICENT FERRER,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,SANT VICENT FERRER,PÚBLICO,Q9655234D,GENERALITAT VALENCIANA,"CM. VELL D'ONTINYENT, S/N",46890,962919350,0,46000079@edu.gva.es,0,46004,Agullent,Agullent,la Vall d'Albaida,València/Valencia,38.821801,-0.555249,A,ALTA,S,2,CENTROS
POINT (718443.863962469 4370503.47988078),1685,46000092,CENTRE PRIVAT MARE DE DÉU DE L'OLIVAR II,1045,CENTRO PRIVADO DE EDUCACIÓN SECUNDARIA,CENTRE PRIVAT D'EDUCACIÓ SECUNDÀRIA,MARE DE DÉU DE L'OLIVAR II,CONCERTADO,R4600802E,PARROQUIA NUESTRA SEÑORA DEL OLIVAR DE ALACUÁS,"AV. PAÍS VALENCIÀ, S/N",46970,961507291,961507291,mdolivarii@planalfa.es,http://www.mdolivar.com/,46005,Alaquàs,Alaquàs,l'Horta Sud,València/Valencia,39.456408,-0.461082,A,ALTA,N,2,CENTROS
POINT (718272.354196661 4370456.3239657),1686,46000109,CENTRE PRIVAT MARE DE DÉU DE L'OLIVAR I,1015,CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA,CENTRE PRIVAT D'EDUCACIÓ INFANTIL I PRIMÀRIA,MARE DE DÉU DE L'OLIVAR I,CONCERTADO,R4600802E,PARROQUIA NUESTRA SEÑORA DEL OLIVAR DE ALACUÁS.,"CM. VELL DE TORRENT, 14",46970,961502317,961502317,mdolivari@planalfa.es,http://www.mdolivar.com/,46005,Alaquàs,Alaquàs,l'Horta Sud,València/Valencia,39.456027,-0.463089,A,ALTA,N,2,CENTROS
POINT (718900.432094711 4370659.99768951),1687,46000110,CENTRE PRIVAT MADRE JOSEFA CAMPOS,1072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",MADRE JOSEFA CAMPOS,CONCERTADO,B12713418,"GESTION DE CENTROS CATOLICOS DE ENSEÑANZA, SL","CL. MIGUEL HERNÁNDEZ, 4",46970,961501029,961516402,secretaria@mjosefacampos.com,http://www.mjosefacampos.com/,46005,Alaquàs,Alaquàs,l'Horta Sud,València/Valencia,39.457701,-0.455729,A,ALTA,N,2,CENTROS
POINT (719295.684066268 4370831.25000585),1688,46000158,CEIP AMPARO ALABAU,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,AMPARO ALABAU,PÚBLICO,Q9655239C,GENERALITAT VALENCIANA,"CL. PINCANYA, S/N",46970,962566530,0,46000158@edu.gva.es,https://portal.edu.gva.es/46000158/,46005,Alaquàs,Alaquàs,l'Horta Sud,València/Valencia,39.459142,-0.451083,A,ALTA,S,2,CENTROS
POINT (718429.44741675 4370037.05511169),1689,46000161,IES DOCTOR FAUSTÍ BARBERÁ,1042,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,DOCTOR FAUSTÍ BARBERÁ,PÚBLICO,Q9655240A,GENERALITAT VALENCIANA,"CL. VICENTE LIS BARONA, S/N",46970,961206150,0,46000161@edu.gva.es,https://portal.edu.gva.es/46000161,46005,Alaquàs,Alaquàs,l'Horta Sud,València/Valencia,39.452213,-0.461402,A,ALTA,S,2,CENTROS
POINT (719321.534413653 4370310.19168758),1690,46000171,CEIP BONAVISTA,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,BONAVISTA,PÚBLICO,Q9655236I,GENERALITAT VALENCIANA,"CL. BONAVISTA, S/N",46970,961205520,0,46000171@edu.gva.es,https://portal.edu.gva.es/46000171,46005,Alaquàs,Alaquàs,l'Horta Sud,València/Valencia,39.454445,-0.450954,A,ALTA,S,2,CENTROS
POINT (715293.174309758 4301974.91384841),1691,46000183,CENTRE PRIV. ED. INFANTIL LA INMACULADA,1004,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,CENTRE PRIVAT D'EDUCACIÓ INFANTIL,LA INMACULADA,CONCERTADO,R4600119D,PARROQUIA ASUNCIÓN DE NUESTRA SEÑORA,"CL. PÒSSIT, 6",46860,962900333,962900333,colegio_lainmaculada@hotmail.com,0,46006,Albaida,Albaida,la Vall d'Albaida,València/Valencia,38.840267,-0.519434,A,ALTA,N,2,CENTROS
POINT (714833.700246265 4301415.30370038),1692,46000213,IES JOSEP SEGRELLES,1042,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,JOSEP SEGRELLES,PÚBLICO,Q9655245J,GENERALITAT VALENCIANA,"AV. DE JOSEP GINER I MARCO, 5",46860,962919300,0,46000213@edu.gva.es,https://portal.edu.gva.es/46000213,46006,Albaida,Albaida,la Vall d'Albaida,València/Valencia,38.835341,-0.524898,A,ALTA,S,2,CENTROS
POINT (714958.723776122 4301789.56291504),1693,46000225,CEIP ELÍAS TORMO,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,ELÍAS TORMO,PÚBLICO,Q9655044G,GENERALITAT VALENCIANA,"CL. GERMANES LLINAS, S/N",46860,962919310,0,46000225@edu.gva.es,https://portal.edu.gva.es/46000225,46006,Albaida,Albaida,la Vall d'Albaida,València/Valencia,38.83868,-0.523342,A,ALTA,S,2,CENTROS
POINT (722622.795338574 4364032.34771425),1694,46000249,CENTRE PRIVAT SANTA ANA Y SAN JOSÉ DE LA MONTAÑA,1072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",SANTA ANA Y SAN JOSÉ DE LA MONTAÑA,CONCERTADO,R4600437J,MM. DESAMPARADOS Y S.JOSÉ DE LA MONTAÑA,"PZ. DE LA IGLESIA, 10",46470,961261984,961266426,sasjm@colegiosantaana.es,http://www.colegiosantaana.es,46007,Albal,Albal,l'Horta Sud,València/Valencia,39.397088,-0.414712,A,ALTA,N,2,CENTROS
POINT (722977.221778589 4364005.40811241),1695,46000262,CEIP SAN BLAS,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,SAN BLAS,PÚBLICO,Q9655248D,GENERALITAT VALENCIANA,"AV. CORTS VALENCIANES, 34",46470,961205430,0,46000262@edu.gva.es,https://portal.edu.gva.es/46000262,46007,Albal,Albal,l'Horta Sud,València/Valencia,39.396754,-0.410609,A,ALTA,S,2,CENTROS
POINT (722613.195853622 4363699.57438221),1696,46000274,CEIP JUAN ESTEVE MUÑOZ,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,JUAN ESTEVE MUÑOZ,PÚBLICO,Q9655247F,GENERALITAT VALENCIANA,"CL. SANT ROC, S/N",46470,961205340,0,46000274@edu.gva.es,https://portal.edu.gva.es/46000274,46007,Albal,Albal,l'Horta Sud,València/Valencia,39.394095,-0.414934,A,ALTA,S,2,CENTROS
POINT (725386.201392591 4342316.88038262),1697,46000298,CEIP AUSIÀS MARCH,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,AUSIÀS MARCH,PÚBLICO,Q9655250J,GENERALITAT VALENCIANA,"CL. LA TORRETA, S/N",46687,962457505,0,46000298@edu.gva.es,0,46008,Albalat de la Ribera,Albalat De La Ribera,la Ribera Baixa,València/Valencia,39.200899,-0.389926,A,ALTA,S,2,CENTROS
POINT (727771.305048344 4380546.59144802),1698,46000304,CEIP EL CASTELL,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,EL CASTELL,PÚBLICO,Q9655251H,GENERALITAT VALENCIANA,"CM. DEL MOLÍ VELL, S/N",46135,962565210,0,46000304@edu.gva.es,https://portal.edu.gva.es/46000304,46009,Albalat dels Sorells,Albalat Dels Sorells,l'Horta Nord,València/Valencia,39.544389,-0.349344,A,ALTA,S,2,CENTROS
POINT (714572.516846974 4332748.50003495),1699,46000328,CENTRE PRIVAT LA MILAGROSA,1015,CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA,CENTRE PRIVAT D'EDUCACIÓ INFANTIL I PRIMÀRIA,LA MILAGROSA,CONCERTADO,G46296919,FUNDACIÓN STO.HOSPITAL Y C. ENSEÑANZA DE ALBERIQUE,"CL. HOSPITAL, 5",46260,962443808,0,direccion@lamilagrosaalberic.es,https://lamilagrosaalberic.es/,46011,Alberic,Alberic,la Ribera Alta,València/Valencia,39.117496,-0.518071,A,ALTA,N,2,CENTROS
POINT (714054.143298663 4332363.7875771),1700,46000341,CEIP RAFAEL COMENGE,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,RAFAEL COMENGE,PÚBLICO,Q9655053H,GENERALITAT VALENCIANA,"AV. OESTE, S/N",46260,962457275,0,46000341@edu.gva.es,https://portal.edu.gva.es/46000341,46011,Alberic,Alberic,la Ribera Alta,València/Valencia,39.11416,-0.524183,A,ALTA,S,2,CENTROS
POINT (691649.773807594 4362745.62586894),1701,46000353,MIGUEL SERVET,1012,COLEGIO DE EDUCACIÓN PRIMARIA,COL·LEGI D'EDUCACIÓ PRIMÀRIA,MIGUEL SERVET,PÚBLICO,Q9655256G,GENERALITAT VALENCIANA,"CM. DE YÁTOVA, 2",46369,962516141,0,46000353@edu.gva.es,0,46012,Alborache,Alborache,La Hoya de Buñol,València/Valencia,39.392938,-0.774491,L,AULARIO,N,2,CENTROS
POINT (727510.301821697 4375651.50858385),1702,46000377,CENTRE PRIVAT PARROQUIAL DON JOSÉ LLUCH,1072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",PARROQUIAL DON JOSÉ LLUCH,CONCERTADO,R4600346C,PARROQUIA DE LA ASUNCIÓN DE NUESTRA SEÑORA,"AV. DIVINO MAESTRO, 15",46120,961855985,961861445,info@col-legiparroquialdonjoselluch.es,http://www.col-legiparroquialdonjoselluch.es/,46013,Alboraia/Alboraya,Alboraia,l'Horta Nord,València/Valencia,39.500398,-0.354052,A,ALTA,N,2,CENTROS
POINT (727534.730157811 4375113.28382421),1703,46000407,CENTRE PRIVAT SANTA MARÍA-MARIANISTAS,1072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",SANTA MARÍA-MARIANISTAS,CONCERTADO,G83003004,FUNDACION EDUCACION MARIANISTA DOMINGO LAZARO,"CL. MAESTRO SERRANO, 2",46120,961858209,963171112,direcciongeneral@marianistasalboraya.es,http://www.marianistasalboraya.es/,46013,Alboraia/Alboraya,Alboraia,l'Horta Nord,València/Valencia,39.495547,-0.353952,A,ALTA,N,2,CENTROS
POINT (728042.491543761 4375893.48159048),1704,46000444,CEIP CERVANTES,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CERVANTES,PÚBLICO,Q9655144E,GENERALITAT VALENCIANA,"CL. PADRE LUIS NAVARRO, 5",46120,961205250,0,46000444@edu.gva.es,0,46013,Alboraia/Alboraya,Alboraia,l'Horta Nord,València/Valencia,39.502435,-0.347786,A,ALTA,S,2,CENTROS
POINT (729683.418555163 4380649.85195907),1705,46000456,CEIP TOMÁS ALBERT,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,TOMÁS ALBERT,PÚBLICO,Q9655259A,GENERALITAT VALENCIANA,"CM. DE VALENCIA, 30",46550,961205545,0,46000456@edu.gva.es,0,46014,Albuixech,Albuixech,l'Horta Nord,València/Valencia,39.544809,-0.327079,A,ALTA,S,2,CENTROS
POINT (720215.22270614 4360799.79224298),1706,46000468,CENTRE PRIVAT SANTÍSIMO CRISTO DE LA FE,1072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",SANTÍSIMO CRISTO DE LA FE,CONCERTADO,R4600530B,ARQUEBISBAT DE VALENCIA,"CL. SAN MARTÍN, 25",46290,961230307,961240790,colegio@santisimo.es,https://www.colegiosantisimo.es/,46015,Alcàsser,Alcàsser,l'Horta Sud,València/Valencia,39.368607,-0.443707,A,ALTA,N,2,CENTROS
POINT (719844.460751881 4360774.97106134),1707,46000493,CEIP 9 D'OCTUBRE,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,9 D'OCTUBRE,PÚBLICO,Q9655260I,GENERALITAT VALENCIANA,"CL. EXTENSIÓ AGRÀRIA, 11",46290,961205220,0,46000493@edu.gva.es,0,46015,Alcàsser,Alcàsser,l'Horta Sud,València/Valencia,39.368478,-0.448015,A,ALTA,S,2,CENTROS
POINT (719884.137290994 4361155.68271232),1708,46000501,CEIP JAUME I,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,JAUME I,PÚBLICO,Q9655059E,GENERALITAT VALENCIANA,"CL. AUSIÀS MARCH, S/N",46290,961205810,0,46000501@edu.gva.es,https://portal.edu.gva.es/46000501,46015,Alcàsser,Alcàsser,l'Horta Sud,València/Valencia,39.371895,-0.44743,A,ALTA,S,2,CENTROS
POINT (711161.171867202 4327201.33360566),1709,46000511,CEIP CERVANTES,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CERVANTES,PÚBLICO,Q9655261G,GENERALITAT VALENCIANA,"CL. CLARA CAMPOAMOR, 3",46293,962457790,0,46000511@edu.gva.es,0,46016,Alcàntera de Xúquer,Alcàntera De Xúquer,la Ribera Alta,València/Valencia,39.068388,-0.559219,A,ALTA,S,2,CENTROS
POINT (722463.963509867 4337533.02885418),1710,46000547,CENTRE PRIVAT SAGRADA FAMILIA,1072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",SAGRADA FAMILIA,CONCERTADO,R4600573B,OBRERAS DE LA CRUZ,"CL. SAGRADA FAMILIA, 38",46600,962404581,962401869,colegio@sagradafamiliaalzira.es,http://www.sagradafamiliaalzira.es/,46017,Alzira,Alzira,la Ribera Alta,València/Valencia,39.158588,-0.425307,A,ALTA,N,2,CENTROS
POINT (722072.633391267 4338334.74436429),1711,46000584,CEE PÚB. COMARCAL CARMEN PICÓ,1020,CENTRO DE EDUCACIÓN ESPECIAL,CENTRE D'EDUCACIÓ ESPECIAL,COMARCAL CARMEN PICÓ,PÚBLICO,Q9655051B,GENERALITAT VALENCIANA,"AV. DELS ESPORTS, S/N",46600,962457265,0,46000584@edu.gva.es,https://portal.edu.gva.es/46000584,46017,Alzira,Alzira,la Ribera Alta,València/Valencia,39.165905,-0.429569,A,ALTA,S,2,CENTROS
POINT (721014.36865755 4336899.14053864),1712,46000602,CENTRE PRIVAT LA PURÍSIMA,1072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",LA PURÍSIMA,CONCERTADO,R2802525B,FUNDACIÓN EDUCATIVA FRANCISCANAS DE LA INMACULADA,"CL. RAMBLA, 2",46600,962411239,962414451,lapurisimaalzira@planalfa.es,http://www.lapurisimaalzira.es/,46017,Alzira,Alzira,la Ribera Alta,València/Valencia,39.153251,-0.442275,A,ALTA,N,2,CENTROS
POINT (721735.156646423 4336524.26083033),1713,46000614,CENTRE PRIVAT SANTOS PATRONOS,1015,CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA,CENTRE PRIVAT D'EDUCACIÓ INFANTIL I PRIMÀRIA,SANTOS PATRONOS,CONCERTADO,R4601315G,FUNDACIÓN ESCUELA VIVA,"CL. BENITO PÉREZ GALDÓS, 52",46600,962412131,962404703,info@santospatronos.es,https://santospatronos.es/,46017,Alzira,Alzira,la Ribera Alta,València/Valencia,39.149693,-0.434064,A,ALTA,N,2,CENTROS
POINT (721417.132711238 4337227.54846851),1714,46000638,CENTRE PRIVAT FLORIDA CAMPUS ALZIRA,1072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",FLORIDA CAMPUS ALZIRA,CONCERTADO,F46278669,"FLORIDA CENTRE DE FORMACIÓ, COOPERATIVA VALENCIANA","CL. PROFESSOR BERNAT MONTAGUD, 3",46600,962412185,0,info@axuquer.es,https://www.axuquer.es/,46017,Alzira,Alzira,la Ribera Alta,València/Valencia,39.156105,-0.437511,A,ALTA,N,2,CENTROS
POINT (721954.363043575 4336883.71895804),1715,46000651,CEIP VICENTE BLASCO IBÁÑEZ,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,VICENTE BLASCO IBÁÑEZ,PÚBLICO,Q9655393H,GENERALITAT VALENCIANA,"CL. MAESTRO MOSCARDÓ, 34",46600,962457280,0,46000651@edu.gva.es,0,46017,Alzira,Alzira,la Ribera Alta,València/Valencia,39.152873,-0.431412,A,ALTA,S,2,CENTROS
POINT (721623.36296615 4336186.17601785),1716,46000663,CEIP GARCÍA LORCA,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,GARCÍA LORCA,PÚBLICO,Q9655178C,GENERALITAT VALENCIANA,"CL. JOSÉ M. LLOPICO, 12",46600,962457510,0,46000663@edu.gva.es,0,46017,Alzira,Alzira,la Ribera Alta,València/Valencia,39.146678,-0.435467,A,ALTA,S,2,CENTROS
POINT (720878.109971367 4336728.56030621),1717,46000675,CEIP ALBORXÍ,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,ALBORXÍ,PÚBLICO,Q9655291D,GENERALITAT VALENCIANA,"AV. LUIS SUÑER, 27",46600,962457515,0,46000675@edu.gva.es,0,46017,Alzira,Alzira,la Ribera Alta,València/Valencia,39.15175,-0.443906,A,ALTA,S,2,CENTROS
POINT (722398.741353968 4336216.91488359),1718,46000699,CEIP AUSIÀS MARCH,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,AUSIÀS MARCH,PÚBLICO,Q9655075A,GENERALITAT VALENCIANA,"AV. MESTRA JOSEFINA FERNÁNDEZ, 54",46600,962457520,0,46000699@edu.gva.es,0,46017,Alzira,Alzira,la Ribera Alta,València/Valencia,39.146757,-0.426493,A,ALTA,S,2,CENTROS
POINT (722090.058665886 4336224.82491711),1719,46000705,IES REI EN JAUME,1042,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,REI EN JAUME,PÚBLICO,Q9655390D,GENERALITAT VALENCIANA,"CR. DE GANDIA, S/N",46600,962457855,0,46000705@edu.gva.es,https://portal.edu.gva.es/46000705,46017,Alzira,Alzira,la Ribera Alta,València/Valencia,39.146907,-0.430059,A,ALTA,S,2,CENTROS
POINT (722190.219604734 4337335.41419819),1720,46000717,IES JOSÉ MARÍA PARRA,1042,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,JOSÉ MARÍA PARRA,PÚBLICO,Q9655389F,GENERALITAT VALENCIANA,"CL. DOCTOR FRANCISCO BONO, 3",46600,962457860,0,46000717@edu.gva.es,https://portal.edu.gva.es/46000717,46017,Alzira,Alzira,la Ribera Alta,València/Valencia,39.156879,-0.428537,A,ALTA,S,2,CENTROS
POINT (720910.109828822 4336943.41168),1721,46000729,CEIP LLUÍS VIVES,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,LLUÍS VIVES,PÚBLICO,Q9655046B,GENERALITAT VALENCIANA,"CL. CANONGE BERNAT BLASCO CARRERES, S/",46600,962457525,0,46000729@edu.gva.es,0,46017,Alzira,Alzira,la Ribera Alta,València/Valencia,39.153676,-0.443466,A,ALTA,S,2,CENTROS
POINT (722747.194712217 4336651.04972666),1722,46000730,CEIP VALL DE LA CASELLA,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,VALL DE LA CASELLA,PÚBLICO,Q9655388H,GENERALITAT VALENCIANA,"CL. DE LA UNICEF, S/N",46600,962457530,0,46000730@edu.gva.es,https://portal.edu.gva.es/46000730,46017,Alzira,Alzira,la Ribera Alta,València/Valencia,39.150576,-0.422322,A,ALTA,S,2,CENTROS
POINT (721969.788019116 4338353.93522853),1723,46000754,CIPFP LUIS SUÑER SANCHIS,1068,CENTRO INTEGRADO PÚBLICO DE FORMACIÓN PROFESIONAL,CENTRE INTEGRAT PÚBLIC DE FORMACIÓ PROFESSIONAL,LUIS SUÑER SANCHIS,PÚBLICO,Q9655391B,GENERALITAT VALENCIANA,"AV. DELS ESPORTS, 27",46600,962457815,0,46000754@edu.gva.es,0,46017,Alzira,Alzira,la Ribera Alta,València/Valencia,39.166104,-0.430752,A,ALTA,S,2,CENTROS
POINT (696848.810724794 4407634.09365661),1724,46000791,BERNARDO DE LASSALA Y GONZALEZ,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,BERNARDO DE LASSALA Y GONZALEZ,PÚBLICO,Q9655262E,GENERALITAT VALENCIANA,"CL. DIPUTACIÓN, 7",46172,962704040,0,46000791@edu.gva.es,0,46018,Alcublas,Alcublas,La Serranía,València/Valencia,39.795908,-0.700834,L,AULARIO,N,2,CENTROS
POINT (715322.221394574 4341465.44165219),1725,46000808,CENTRE PRIVAT SAN ANDRÉS APÓSTOL,1072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",SAN ANDRÉS APÓSTOL,CONCERTADO,R4600386I,ARQUEBISBAT DE VALENCIA,"PZ. DE LA CONSTITUCIÓ, 5",46250,962540282,962540282,secretaria@colegiosanandres.es,http://www.parroquiasanandres.org/,46019,l'Alcúdia,Alcúdia (L'),la Ribera Alta,València/Valencia,39.195786,-0.506637,A,ALTA,N,2,CENTROS
POINT (715481.631135873 4341091.04612859),1726,46000811,CEIP LES COMES,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,LES COMES,PÚBLICO,Q9655658D,GENERALITAT VALENCIANA,"CL. LUIS VIVES, 18",46250,962980105,0,46000811@edu.gva.es,https://portal.edu.gva.es/46000811,46019,l'Alcúdia,Alcúdia (L'),la Ribera Alta,València/Valencia,39.192376,-0.504912,A,ALTA,S,2,CENTROS
POINT (708368.043632695 4316379.13610966),1727,46000821,CEIP LA SÈNIA,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,LA SÈNIA,PÚBLICO,Q9655004A,GENERALITAT VALENCIANA,"CL. SENYERA, 3",46690,962249760,0,46000821@edu.gva.es,0,46020,l'Alcúdia de Crespins,Alcúdia De Crespins (L'),la Costera,València/Valencia,38.971623,-0.594783,A,ALTA,S,2,CENTROS
POINT (719153.859601891 4371500.99940077),1728,46000845,CENTRE PRIVAT MARIANO SERRA,1072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",MARIANO SERRA,CONCERTADO,B46345203,"COLEGIO MARIANO SERRA, SL","CM. FONDO, S/N",46960,961504515,961519123,colegiomserra@gmail.com,http://www.marianoserra.net/,46021,Aldaia,Aldaia,l'Horta Sud,València/Valencia,39.465207,-0.45251,A,ALTA,N,2,CENTROS
POINT (717631.422258446 4370718.69116995),1729,46000894,CEIP JUAN ANTONIO MARTÍNEZ TORRES,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,JUAN ANTONIO MARTÍNEZ TORRES,PÚBLICO,Q9655056A,GENERALITAT VALENCIANA,"CL. MARTINEZ TORRES, 3",46960,962566850,0,46000894@edu.gva.es,https://portal.edu.gva.es/46000894,46021,Aldaia,Aldaia,l'Horta Sud,València/Valencia,39.458551,-0.470446,A,ALTA,S,2,CENTROS
POINT (717940.570322072 4372463.91747078),1730,46000900,CEIP NUESTRA SEÑORA DEL CARMEN,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,NUESTRA SEÑORA DEL CARMEN,PÚBLICO,Q9655267D,GENERALITAT VALENCIANA,"CL. PINTOR SEGRELLES, S/N",46960,962566620,0,46000900@edu.gva.es,https://portal.edu.gva.es/46000900,46021,Aldaia,Aldaia,l'Horta Sud,València/Valencia,39.474183,-0.466286,A,ALTA,S,2,CENTROS
